person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_Y
28,60000,12.0,5000,15.7,0,0.08,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
27,54000,0.0,5000,13.17,1,0.09,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
29,45000,4.0,14000,13.48,0,0.31,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
30,60000,1.0,5000,11.011528565123772,0,0.08,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
30,54000,2.0,5000,15.13,1,0.09,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
32,60040,1.0,5000,8.88,0,0.08,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
30,60400,2.0,5000,12.69,0,0.08,8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
30,45000,5.0,3250,10.62,0,0.07,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
28,61000,3.0,5000,10.37,0,0.08,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
27,62000,7.0,5000,11.011528565123772,0,0.08,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,45000,4.782063827772341,15000,9.88,0,0.33,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
29,45000,4.0,20000,10.62,0,0.44,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
27,63000,11.0,5000,10.0,0,0.08,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
34,63500,5.0,5000,9.63,0,0.08,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
27,64000,2.0,5000,12.99,0,0.08,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
27,45000,3.0,3500,11.14,0,0.08,8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
27,45000,3.0,18000,12.87,0,0.4,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
27,45000,4.0,12000,8.94,0,0.27,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,45000,2.0,1000,11.011528565123772,0,0.02,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,65000,12.0,5000,13.99,0,0.08,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
28,59000,2.0,5000,15.23,1,0.08,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27,45000,1.0,4000,11.011528565123772,0,0.09,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,45000,8.0,16750,8.94,0,0.37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,45000,11.0,10000,13.57,0,0.22,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
34,65004,8.0,5000,10.59,0,0.08,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
27,66000,10.0,5000,13.99,0,0.08,10,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
33,66000,17.0,5000,7.29,0,0.08,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
27,60000,0.0,5000,14.54,1,0.08,10,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
34,45000,1.0,3800,13.16,0,0.08,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
29,39000,13.0,10000,11.011528565123772,1,0.26,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
27,60000,2.0,5000,15.21,1,0.08,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
29,60000,0.0,5000,14.22,1,0.08,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
27,66240,7.0,5000,5.79,0,0.08,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
28,66920,12.0,5000,14.26,0,0.07,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
28,66924,1.0,5000,11.86,0,0.07,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
32,68000,16.0,5000,15.7,0,0.07,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
33,68004,17.0,5000,13.49,0,0.07,8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
30,63600,7.0,5000,10.39,1,0.08,8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
31,45000,12.0,6000,9.32,0,0.13,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,69996,12.0,5000,9.63,0,0.07,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
27,45000,4.0,20000,12.84,0,0.44,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
34,70000,0.0,5000,9.91,0,0.07,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
30,70000,6.0,5000,11.71,0,0.07,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
35,70000,9.0,5000,7.74,0,0.07,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29,45000,13.0,13000,9.63,0,0.29,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,70000,4.0,5000,11.011528565123772,0,0.07,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
29,45000,8.0,8000,12.21,0,0.18,10,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
34,72000,6.0,5000,10.59,0,0.07,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
28,72000,8.0,5000,10.59,0,0.07,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
28,72467,2.0,5000,8.88,0,0.07,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
30,72516,11.0,5000,13.85,0,0.07,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
27,45000,9.0,12000,9.76,0,0.27,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
32,75000,4.0,5000,9.99,0,0.07,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
31,75000,0.0,5000,10.75,0,0.07,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
28,75000,5.0,5000,7.88,0,0.07,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31,39000,0.0,12000,13.3,1,0.31,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30,75000,0.0,5000,10.62,0,0.07,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
32,39000,7.0,2800,12.17,1,0.07,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
28,45100,2.0,6000,5.42,0,0.13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,45136,13.0,10175,12.69,0,0.23,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33,45180,0.0,7000,8.0,0,0.15,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,78500,2.0,5000,14.27,0,0.06,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
34,45204,4.0,5000,9.63,0,0.11,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,80000,4.0,5000,11.011528565123772,0,0.06,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32,80000,0.0,5000,11.011528565123772,0,0.06,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
34,80000,4.0,5000,6.17,0,0.06,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29,45324,4.0,15150,14.54,0,0.33,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28,74000,0.0,5000,15.21,1,0.07,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
27,45336,12.0,4800,11.011528565123772,0,0.11,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
27,80004,1.0,5000,13.47,0,0.06,9,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
28,81996,5.0,5000,14.26,0,0.06,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
33,82000,9.0,5000,7.51,0,0.06,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
34,82000,3.0,5000,8.32,0,0.06,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
33,82150,4.0,5000,7.51,0,0.06,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32,65453,15.0,5000,11.28,1,0.06,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
32,45489,13.0,18250,12.73,0,0.4,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
29,45500,6.0,10000,10.65,0,0.22,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29,67027,4.782063827772341,5000,7.51,1,0.06,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
28,45500,1.0,8400,11.011528565123772,0,0.18,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
33,85000,11.0,5000,7.9,0,0.06,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
31,45500,5.0,7500,11.49,0,0.16,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
27,45500,2.0,5000,13.23,0,0.11,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
27,45500,11.0,14000,13.92,0,0.31,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
34,85000,7.0,5000,11.83,0,0.06,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
31,45504,3.0,7000,9.88,0,0.15,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30,85000,5.0,5000,15.05,0,0.06,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
29,45516,13.0,6000,13.49,0,0.13,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,85000,0.0,5000,9.07,0,0.06,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
31,86000,2.0,5000,11.011528565123772,0,0.06,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,45600,6.0,15350,8.9,0,0.34,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,45600,6.0,3000,6.99,0,0.07,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,45600,11.0,7500,5.42,0,0.16,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,45600,1.0,4000,5.99,0,0.09,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,45600,3.0,1450,8.49,0,0.03,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,39600,11.0,15000,7.49,1,0.38,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,89400,12.0,5000,15.2,0,0.06,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
30,45600,5.0,5000,7.29,0,0.11,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,45600,7.0,9600,10.36,0,0.21,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
29,45600,3.0,4750,11.011528565123772,0,0.1,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27,91200,3.0,5000,13.49,0,0.05,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
28,45600,4.782063827772341,2500,13.35,0,0.05,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
30,92001,3.0,5000,11.011528565123772,0,0.05,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32,96000,1.0,5000,11.99,0,0.05,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
29,45600,9.0,2000,7.88,0,0.04,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,96000,5.0,5000,11.12,0,0.05,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
27,39600,4.0,2500,20.86,1,0.06,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30,45600,0.0,6400,8.94,0,0.14,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,98000,3.0,5000,13.98,0,0.05,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
28,45678,12.0,8000,15.58,0,0.18,10,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
27,45727,5.0,1000,16.29,0,0.02,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
28,99996,7.0,5000,11.49,0,0.05,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
27,45760,6.0,14000,11.011528565123772,0,0.31,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
27,45760,0.0,9300,11.011528565123772,0,0.2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,39760,0.0,14500,10.75,1,0.36,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,100000,11.0,5000,12.42,0,0.05,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
32,100000,3.0,5000,11.011528565123772,0,0.05,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
29,100000,0.0,5000,12.23,0,0.05,8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
35,100000,0.0,5000,7.74,0,0.05,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27,103000,2.0,5000,9.32,0,0.05,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
28,39912,2.0,10000,8.49,1,0.25,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,95028,2.0,5000,14.42,1,0.05,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
33,113800,8.0,5000,11.83,0,0.04,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
35,45996,0.0,15000,14.42,0,0.33,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
28,45996,12.0,5500,10.2,0,0.12,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
27,140000,0.0,5000,9.99,0,0.04,8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
27,142000,2.0,5000,13.16,0,0.04,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
30,144000,12.0,5000,16.32,0,0.03,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
30,46000,1.0,12000,11.011528565123772,0,0.26,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
27,145000,11.0,5000,12.69,0,0.03,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
30,46000,10.0,11200,14.27,0,0.24,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
27,46000,3.0,18000,7.9,0,0.39,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,46000,5.0,10000,6.62,0,0.22,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,200000,7.0,5000,11.011528565123772,0,0.03,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
31,40000,2.0,9500,16.77,1,0.24,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,200000,4.0,5000,7.43,0,0.03,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
28,276000,1.0,5000,6.62,0,0.02,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
29,46000,3.0,6000,11.49,0,0.13,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
34,46000,18.0,6700,11.011528565123772,0,0.15,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,30000,2.0,5200,5.42,0,0.17,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
27,46000,4.782063827772341,8000,11.011528565123772,0,0.17,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
28,46000,12.0,6500,6.99,0,0.14,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,39000,15.0,5200,13.48,0,0.13,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30,46000,14.0,6000,12.68,0,0.13,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
27,45000,0.0,5200,13.49,0,0.12,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
28,39000,12.0,5250,11.49,0,0.13,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
27,48000,8.0,5250,15.27,0,0.11,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
29,15600,4.0,5275,14.72,1,0.34,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
31,50000,0.0,5275,12.53,0,0.11,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
27,46000,0.0,18000,6.17,0,0.39,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
27,20160,4.0,5300,11.011528565123772,0,0.26,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,46000,3.0,7500,14.35,0,0.16,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
29,46000,9.0,4000,6.76,0,0.09,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,36000,4.0,5300,8.9,0,0.15,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
27,43218,11.0,5300,14.65,0,0.12,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
31,46000,11.0,7000,7.88,0,0.15,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,47500,2.0,5300,11.49,0,0.11,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
28,46000,3.0,16750,14.96,0,0.36,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
34,25000,0.0,5325,10.99,0,0.21,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
28,15360,2.0,5375,9.91,1,0.35,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
29,18000,5.0,5375,12.69,1,0.3,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
28,46000,2.0,4000,11.48,0,0.09,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
28,46000,12.0,6000,8.0,0,0.13,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,20000,14.0,5400,14.61,0,0.27,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
29,40000,2.0,15000,16.63,1,0.38,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,46028,8.0,18000,10.74,0,0.39,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,29120,0.0,5400,7.14,0,0.19,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,46097,12.0,6000,10.75,0,0.13,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,46140,2.0,4800,14.72,0,0.1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
29,40000,4.0,5400,7.9,0,0.14,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32,40000,2.0,5400,11.11,0,0.14,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
29,44000,2.0,5400,16.0,1,0.12,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
34,50725,1.0,5400,13.16,0,0.11,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
27,54000,1.0,5400,14.27,0,0.1,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
28,56461,5.0,5400,15.68,0,0.1,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
31,46300,16.0,7500,7.88,0,0.16,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,46300,3.0,11500,13.48,0,0.25,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
29,46400,0.0,12000,7.51,0,0.26,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,63533,0.0,5400,7.66,0,0.08,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
34,46500,18.0,8500,11.011528565123772,0,0.18,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
31,46500,2.0,6250,5.79,0,0.13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,75000,0.0,5400,14.79,0,0.07,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
27,77200,0.0,5425,10.59,1,0.07,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
30,46500,8.0,6000,7.88,0,0.13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,46500,7.0,8000,13.04,0,0.17,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
30,40525,8.0,4800,14.65,1,0.12,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30,25000,6.0,5475,12.68,0,0.22,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
28,46551,12.0,5000,11.011528565123772,0,0.11,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,46576,8.0,4800,11.011528565123772,0,0.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,46654,19.0,17000,11.83,0,0.36,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27,15085,2.0,5500,5.99,1,0.36,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31,46700,5.0,7200,11.011528565123772,0,0.15,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
32,46700,16.0,11325,7.51,0,0.24,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,46709,4.782063827772341,6200,10.99,0,0.13,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27,46713,3.0,12375,10.91,0,0.26,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,19200,1.0,5500,15.23,1,0.29,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
35,20000,1.0,5500,12.69,0,0.28,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
27,20000,0.0,5500,12.69,0,0.28,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
27,46800,5.0,6000,9.99,0,0.13,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
27,20400,3.0,5500,6.91,0,0.27,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27,40800,3.0,2000,7.29,1,0.05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,46800,1.0,5525,11.11,0,0.12,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
32,21600,4.782063827772341,5500,14.72,0,0.25,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
31,46800,14.0,5500,11.011528565123772,0,0.12,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27,46800,3.0,6500,12.87,0,0.14,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
28,24000,5.0,5500,10.36,0,0.23,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
30,24000,5.0,5500,13.23,0,0.23,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
32,25000,12.0,5500,11.11,0,0.22,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
28,46858,4.782063827772341,3600,9.91,0,0.08,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
29,46873,9.0,11200,7.14,0,0.24,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,25200,0.0,5500,9.88,0,0.22,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
28,47000,5.0,9000,12.42,0,0.19,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
28,28089,0.0,5500,12.22,0,0.2,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
31,47000,6.0,20000,13.49,0,0.43,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
31,30000,4.782063827772341,5500,8.88,0,0.18,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
31,30000,0.0,5500,15.21,1,0.18,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
29,47000,8.0,8000,12.42,0,0.17,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
28,32000,0.0,5500,15.96,0,0.17,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
29,41000,0.0,3800,7.51,1,0.09,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,47000,8.0,6000,8.9,0,0.13,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29,34000,4.0,5500,11.011528565123772,0,0.16,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
27,47000,11.0,2650,7.49,0,0.06,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,35000,2.0,5500,11.49,0,0.16,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
34,47000,8.0,14000,9.99,0,0.3,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
27,47000,2.0,6000,6.99,0,0.13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,40000,14.0,5500,6.62,0,0.14,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30,40000,1.0,5500,7.74,0,0.14,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
34,42000,5.0,5500,7.66,0,0.13,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,42230,1.0,5500,9.63,0,0.13,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
28,47000,5.0,13000,14.54,0,0.28,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,42300,3.0,5500,13.06,0,0.13,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
30,42312,1.0,5500,8.59,0,0.13,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
27,44196,2.0,5500,13.8,0,0.12,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35,45000,3.0,5500,6.92,0,0.12,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31,47000,5.0,5000,10.38,0,0.11,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29,51504,0.0,5500,11.89,0,0.11,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
28,46000,6.0,5500,11.11,1,0.12,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
28,53000,11.0,5500,11.03,0,0.1,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
31,54000,2.0,5500,13.23,0,0.1,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27,50000,11.0,5500,12.73,1,0.11,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
30,60000,11.0,5500,7.51,0,0.09,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,60000,4.0,5500,10.74,0,0.09,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
31,41000,6.0,3200,13.16,1,0.08,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
29,47000,1.0,5000,9.76,0,0.11,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,47000,0.0,10000,11.03,0,0.21,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
31,70000,4.0,5500,7.68,0,0.08,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30,73000,15.0,5500,9.99,0,0.08,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28,105000,5.0,5500,15.23,0,0.05,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27,144000,8.0,5500,19.13,0,0.04,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
28,39996,10.0,5525,14.54,0,0.14,10,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
28,56004,12.0,5525,12.68,0,0.1,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
34,47125,12.0,3200,10.99,0,0.07,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
27,47232,10.0,8000,5.42,0,0.17,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
